ADMIN1,WEEK,total_events,total_fatalities,battles,explosions_remote_violence,protests,riots,strategic_developments,violence_against_civilians,abductions,air_drone_strikes,armed_clashes,attacks,mob_violence,suicide_bombs,violent_demonstrations,remote_explosives_ied,violent_events,high_severity_events,latitude,longitude,year,month,quarter,week_of_year,total_events_lag_1,total_events_lag_2,total_events_lag_3,total_events_lag_4,total_fatalities_lag_1,total_fatalities_lag_2,total_fatalities_lag_3,total_fatalities_lag_4,violent_events_lag_1,violent_events_lag_2,violent_events_lag_3,violent_events_lag_4,high_severity_events_lag_1,high_severity_events_lag_2,high_severity_events_lag_3,high_severity_events_lag_4,battles_lag_1,battles_lag_2,battles_lag_3,battles_lag_4,violence_against_civilians_lag_1,violence_against_civilians_lag_2,violence_against_civilians_lag_3,violence_against_civilians_lag_4,abductions_lag_1,abductions_lag_2,abductions_lag_3,abductions_lag_4,explosions_remote_violence_lag_1,explosions_remote_violence_lag_2,explosions_remote_violence_lag_3,explosions_remote_violence_lag_4,total_events_4wk_mean,total_events_4wk_sum,total_fatalities_4wk_mean,total_fatalities_4wk_sum,violent_events_4wk_mean,violent_events_4wk_sum,high_severity_events_4wk_mean,high_severity_events_4wk_sum,abductions_4wk_mean,abductions_4wk_sum,event_change_1wk,fatality_change_1wk,violent_event_change_1wk,high_severity_change_1wk,abduction_change_1wk,event_pct_change_1wk,fatality_pct_change_1wk,violent_event_ratio,high_severity_ratio,battle_ratio,civilian_violence_ratio,abduction_ratio,explosion_ratio,protest_ratio,events_increasing,fatalities_increasing,violence_increasing,high_severity_increasing,total_events_severity_scaled,total_fatalities_severity_scaled,violent_events_severity_scaled,high_severity_events_severity_scaled,current_severity_score,next_week_severity_score,target_risk
Adamawa,2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,7,3,30,2.0,3.0,1.0,3.0,1.0,10.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,2.75,11.0,1.0,4.0,1.0,4.0,0.5,2.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,8,3,31,0.0,2.0,3.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.25,5.0,2.75,11.0,0.75,3.0,0.75,3.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,8,3,32,0.0,0.0,2.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,2.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,Medium
Adamawa,2020-08-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,8,3,33,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0.058823529411764705,0.0,0.0,0.0,0.014705882352941176,0.0,Low
Adamawa,2020-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,8,3,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05761689291101056,Medium
Adamawa,2020-08-29,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,9.1698,12.295,2020,8,3,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,2.0,0.0,1.0,1.0,1.0,,,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1,0,1,1,0.11764705882352941,0.0,0.06666666666666667,0.07692307692307693,0.05761689291101056,0.0,Low
Adamawa,2020-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,9,3,36,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,9,3,37,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,Medium
Adamawa,2020-09-19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,9,3,38,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.058823529411764705,0.0,0.0,0.0,0.014705882352941176,0.014705882352941176,Medium
Adamawa,2020-09-26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,9,3,39,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.058823529411764705,0.0,0.0,0.0,0.014705882352941176,0.019026870007262164,Medium
Adamawa,2020-10-03,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.1698,12.295,2020,10,4,40,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.058823529411764705,0.012345679012345678,0.0,0.0,0.019026870007262164,0.029411764705882353,Medium
Adamawa,2020-10-10,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,10,4,41,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,5.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.09014300877045975,High
Adamawa,2020-10-17,2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,9.1698,12.295,2020,10,4,42,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.5,2.0,0.5,2.0,0.5,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,0.11764705882352941,0.012345679012345678,0.13333333333333333,0.15384615384615385,0.09014300877045975,0.0,Low
Adamawa,2020-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,10,4,43,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,5.0,0.5,2.0,0.5,2.0,0.5,2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09446399642478073,High
Adamawa,2020-10-31,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,9.1698,12.295,2020,10,4,44,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,0.75,3.0,1.0,4.0,1.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0.11764705882352941,0.024691358024691357,0.13333333333333333,0.15384615384615385,0.09446399642478073,0.04291101055806938,Medium
Adamawa,2020-11-07,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,9.1698,12.295,2020,11,4,45,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,5.0,0.75,3.0,1.25,5.0,1.25,5.0,0.25,1.0,-1.0,-2.0,-1.0,-1.0,1.0,-0.5,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0.058823529411764705,0.0,0.06666666666666667,0.07692307692307693,0.04291101055806938,0.0,Low
Adamawa,2020-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,11,4,46,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.5,2.0,0.75,3.0,0.75,3.0,0.25,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04291101055806938,Medium
Adamawa,2020-11-21,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,9.1698,12.295,2020,11,4,47,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.5,2.0,1.0,4.0,1.0,4.0,0.5,2.0,1.0,0.0,1.0,1.0,1.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,1,0.058823529411764705,0.0,0.06666666666666667,0.07692307692307693,0.04291101055806938,0.0,Low
Adamawa,2020-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2020,11,4,48,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.5,2.0,0.5,2.0,0.5,2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09878498407910172,High
Adamawa,2020-12-05,2,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,9.1698,12.295,2020,12,4,49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,3.0,0.75,3.0,0.75,3.0,0.75,3.0,0.25,1.0,2.0,3.0,2.0,2.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0.11764705882352941,0.037037037037037035,0.13333333333333333,0.15384615384615385,0.09878498407910172,0.047231998212390366,Medium
Adamawa,2020-12-12,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,9.1698,12.295,2020,12,4,50,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,0.25,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-0.5,-0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.058823529411764705,0.012345679012345678,0.06666666666666667,0.07692307692307693,0.047231998212390366,0.0688369364839953,High
Adamawa,2020-12-19,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9.1698,12.295,2020,12,4,51,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.5,10.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0.058823529411764705,0.07407407407407407,0.06666666666666667,0.07692307692307693,0.0688369364839953,0.04291101055806938,Medium
Adamawa,2020-12-26,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,9.1698,12.295,2020,12,4,52,1.0,1.0,2.0,0.0,6.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,5.0,2.5,10.0,1.25,5.0,1.25,5.0,0.25,1.0,0.0,-6.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0.058823529411764705,0.0,0.06666666666666667,0.07692307692307693,0.04291101055806938,0.0,Low
Adamawa,2021-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,1,1,53,1.0,1.0,1.0,2.0,0.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,1.75,7.0,0.75,3.0,0.75,3.0,0.25,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2021-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.5,6.0,0.5,2.0,0.5,2.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04291101055806938,Medium
Adamawa,2021-01-16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9.1698,12.295,2021,1,1,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.5,2.0,0.5,2.0,0.25,1.0,1.0,0.0,1.0,1.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0.058823529411764705,0.0,0.06666666666666667,0.07692307692307693,0.04291101055806938,0.0,Low
Adamawa,2021-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,1,1,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.25,1.0,0.25,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,Medium
Adamawa,2021-01-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9.1698,12.295,2021,1,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.25,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.058823529411764705,0.0,0.0,0.0,0.014705882352941176,0.019026870007262164,Medium
Adamawa,2021-02-06,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.1698,12.295,2021,2,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.058823529411764705,0.012345679012345678,0.0,0.0,0.019026870007262164,0.0,Low
Adamawa,2021-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,2,1,6,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2021-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,2,1,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2021-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,2,1,8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2021-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,3,1,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2021-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,3,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
Adamawa,2021-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1698,12.295,2021,3,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04291101055806938,Medium
Adamawa,2021-03-27,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9.1698,12.295,2021,3,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.25,1.0,0.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0.058823529411764705,0.0,0.06666666666666667,0.07692307692307693,0.04291101055806938,0.07315792413831629,High
Adamawa,2021-04-03,1,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,9.1698,12.295,2021,4,2,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.75,7.0,0.5,2.0,0.5,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.058823529411764705,0.08641975308641975,0.06666666666666667,0.07692307692307693,0.07315792413831629,0.09476286240992123,High
Adamawa,2021-04-10,1,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,9.1698,12.295,2021,4,2,14,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,4.75,19.0,0.75,3.0,0.75,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.058823529411764705,0.14814814814814814,0.06666666666666667,0.07692307692307693,0.09476286240992123,0.10772582537288419,High
